Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0,0,0.01,0.08,69,13,3,13,SCEA San Diego Studios
Kaidan Restaurant: Ura Menu 100-Sen,DS,2010,Misc,Namco Bandai Games,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Qubed,X360,2009,Puzzle,Atari,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Q Entertainment
R/C Stunt Copter,PS,1998,Simulation,Interplay,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,DS,2007,Misc,Namco Bandai Games,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,Crave Entertainment,0.07,0.01,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Final Fantasy VI,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.08,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0,0.01,0.08,51,6,3.1,7,"Namco Bandai Games, Monkey Bar Games"
WSC Real 11: World Snooker Championship,PS3,2011,Sports,Koch Media,0,0.06,0,0.02,0.08,68.96767851,26.36082094,7.2,162.22,
Pop'n Music,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Konami
Jikkyou Powerful Major League 2009,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.04,0.03,0,0.01,0.08,79,16,8.6,10,UGA
The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.08,43,14,6.7,10,Stormfront Studios
Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,Broccoli,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0,0.02,0.08,68.96767851,26.36082094,5.4,14,The Sims Studio
Black/Matrix,SAT,1998,Strategy,NEC Interchannel,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
My Friends,DS,2009,Misc,Oxygen Interactive,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Oxygen Interactive
Big Mutha Truckers,GC,2003,Racing,Empire Interactive,0.06,0.02,0,0,0.08,63,5,8.2,6,Eutechnyx
Man vs. Wild,PS3,2010,Action,Abylight,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
The King of Fighters '96,PS,1997,Fighting,SNK,0,0,0.07,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,62,9,7.5,162.22,Krome Studios
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,0.07,0,0,0.01,0.08,73,22,9,22,Monolith Soft
Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0,0.01,0.08,52,24,5.8,320,City Interactive
Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0.07,0.01,0,0.01,0.08,46,33,5.2,12,K2 LLC
NHL Breakaway 99,N64,1998,Sports,Acclaim Entertainment,0.07,0.01,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
Tony Hawk's Pro Skater 3,N64,2002,Sports,Activision,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
Iggy's Reckin' Balls,N64,1998,Racing,Acclaim Entertainment,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
The Space Bar,SAT,1996,Adventure,Sega,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Bust-A-Move 2 Arcade Edition,N64,1997,Puzzle,Acclaim Entertainment,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
Knife Edge: NoseGunner,N64,1998,Shooter,Mitsui,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
Wetrix,N64,1998,Puzzle,Ocean,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
EyeCreate,PS3,2007,Misc,Sony Computer Entertainment,0,0.07,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Samurai Western,PS2,2004,Action,505 Games,0.04,0.03,0,0.01,0.08,58,34,7.6,5,Acquire
Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,40,15,6.8,13,Red Tribe
Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,0.07,0,0,0.01,0.08,59,23,5.6,5,InXile Entertainment
Princess in Love,DS,2009,Simulation,DTP Entertainment,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,THQ
Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0,0,0.08,62,11,8.3,6,Warthog
High Heat Major League Baseball 2004,XB,2003,Sports,3DO,0.06,0.02,0,0,0.08,83,14,8.4,8,3DO
TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,0.06,0.02,0,0,0.08,82,32,9.1,41,Free Radical Design
Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0,0.07,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Sports Collection,DS,2010,Sports,Ubisoft,0.06,0.01,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Ubisoft
Captain Tsubasa: New Kick Off,DS,2010,Sports,Konami Digital Entertainment,0,0.02,0.06,0,0.08,68.96767851,26.36082094,7.2,162.22,
Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft,0.07,0,0,0.01,0.08,51,5,7.5,162.22,Ubisoft
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0,0.06,0,0.02,0.08,80,52,7.8,235,Relic
Kenshuui Tendo Dokuta,DS,2004,Simulation,Spike,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Electronic Arts
AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Pilot ni Narou! 2,PS2,2001,Simulation,Victor Interactive,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Gradius III and IV,PS2,2000,Shooter,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08,64,15,7.5,162.22,KCET
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011,Strategy,Acquire,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Incredible Crisis,PS,1999,Action,Titus,0.04,0.03,0,0.01,0.08,80,11,7.5,11,Polygon Magic
Midway Arcade Treasures 3,XB,2005,Misc,Midway Games,0.06,0.02,0,0,0.08,68,29,7.5,162.22,Digital Eclipse
SingStar Apres-Ski Party 2,PS3,2010,Misc,Sony Computer Entertainment,0,0.06,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Samurai Shodown III,NG,1995,Fighting,SNK,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,Marvelous Interactive,0.06,0.02,0,0,0.08,80,10,9.1,10,Marvelous
Cabela's North American Adventures,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,FUN Labs
Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004,Strategy,Nintendo,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Little League World Series Baseball: Double Play,Wii,2010,Sports,Activision,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Activision
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,Nippon Columbia,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Bakugan: Rise of the Resistance,DS,2011,Strategy,Activision,0.05,0.02,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Magic Pockets
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0,0.01,0.08,66,9,7.8,5,Vivendi Games
Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Sentimental Graffiti 2,DC,2000,Adventure,NEC Interchannel,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Shonen Jump's One Piece: Pirates Carnival,GC,2005,Misc,Namco Bandai Games,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
The Bachelor: The Videogame,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Ludia Inc.
Goblin Commander: Unleash the Horde,XB,2003,Strategy,Jaleco,0.06,0.02,0,0,0.08,70,22,7.5,162.22,Jaleco Entertainment
Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,FuRyu,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Sentimental Graffiti: First Window,SAT,1997,Adventure,NEC Interchannel,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0,0.01,0.08,49,41,5.6,16,Game Republic
Tempest 3X,PS,1995,Shooter,Interplay,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0.04,0.03,0,0.01,0.08,39,4,5.8,4,Toka
A-Train,PS,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Get Fit with Mel B,X360,,Sports,Black Bean Games,0,0.06,0,0.01,0.08,57,7,7.2,162.22,Lightning Fish Games
Disney's Meet the Robinsons,X360,2007,Action,Disney Interactive Studios,0.07,0,0,0.01,0.08,65,21,7.5,162.22,Buena Vista Games
Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0,0,0.08,66,7,7.3,8,Atari
Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,0.03,0.04,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Tantalus Interactive
Armored Core 3 Portable,PSP,2009,Simulation,From Software,0,0,0.08,0,0.08,43,6,6.7,6,From Software
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.01,0.08,49,7,5.1,13,"Namco Bandai Games, Monkey Bar Games"
Bleach: Erabareshi Tamashii,PS2,2005,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Sengoku Musou 3: Moushouden ,Wii,2011,Action,Ackkstudios,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Witches & Vampires: The Secrets of Ashburry,DS,2010,Adventure,DTP Entertainment,0.05,0.02,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0,0,0.08,29,14,3.2,19,Kemco
Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,0.03,0.04,0,0.01,0.08,60,6,7.5,162.22,Vicious Cycle
Crush,PSP,2007,Puzzle,Sega,0.07,0,0,0.01,0.08,83,41,9,21,Zoe Mode
Discovery Kids: Spider Quest,DS,2009,Misc,505 Games,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,505 Games
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
The First Templar,PC,2011,Action,Kalypso Media,0.06,0.01,0,0.01,0.08,57,19,5.8,60,Haemimont
Rock Revolution,Wii,,Misc,Unknown,0.07,0,0,0.01,0.08,46,4,7.5,162.22,"Zoe Mode, HB Studios Multimedia"
Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Ultimate Card Games DS,DS,2008,Strategy,Telegames,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Cosmigo
Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,Majesco Entertainment,0.07,0,0,0.01,0.08,68.96767851,26.36082094,8.2,5,Mistic Software
Battlestar Galactica,XB,2003,Shooter,Vivendi Games,0.06,0.02,0,0,0.08,63,25,7.5,162.22,Warthog
Fireblade,XB,2002,Action,Midway Games,0.06,0.02,0,0,0.08,71,5,7.5,162.22,Kuju Entertainment
Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.04,0,0.03,0,0.08,69,55,7.7,60,Sandlot
Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.06,0.02,0,0,0.08,78,6,7.8,8,Crystal Dynamics
Boxing Fever,GBA,2001,Sports,THQ,0.06,0.02,0,0,0.08,76,10,7.5,162.22,Digital Fiction
RoadKill,XB,2003,Action,Midway Games,0.06,0.02,0,0,0.08,68,23,7.4,5,Terminal Reality
The $1 Pyramid,Wii,2011,Misc,Ubisoft,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0,0.07,0,0.01,0.08,58,23,6.5,345,"Cyanide, Cyanide Studios"
From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0,0,0.01,0.08,61,33,6.9,12,Rebellion
UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0,0.04,0.03,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
7 Wonders of the Ancient World,PSP,2007,Puzzle,Mumbo Jumbo,0.07,0,0,0.01,0.08,51,10,7.5,162.22,MumboJumbo
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,Namco Bandai Games,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72,28,8.3,35,FuRyu
Indycar Series 2005,XB,2004,Action,Codemasters,0.06,0.02,0,0,0.08,72,33,7.5,162.22,Codemasters
Resident Evil 6,PS4,2016,Shooter,Capcom,0.06,0,0,0.01,0.08,60,19,6.7,94,Capcom
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Square Enix
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0,0.01,0.08,74,25,7.5,362,Ubisoft
Taz Wanted,GC,2002,Platform,Atari,0.06,0.02,0,0,0.08,61,5,7,5,Blitz Games
Drama Queens,DS,2009,Misc,Majesco Entertainment,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Sensory Sweep
Wordfish,DS,2008,Puzzle,Ubisoft,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Ubisoft
Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0,0.06,0,0.01,0.08,80,20,7.7,272,Nixxes Software
Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Takara Tomy
Skydiving Extreme,PS,2001,Sports,Banpresto,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Evil Dead: Regeneration,XB,2005,Action,THQ,0.06,0.02,0,0,0.08,66,34,7.5,162.22,Cranky Pants Games
Evolution Worlds,GC,2002,Role-Playing,Ubisoft,0.06,0.02,0,0,0.08,63,20,8,10,Sting
Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0.01,0,0.01,0.08,38,23,5.3,53,Ubisoft Montreal
Petz Fantasy: Sunshine Magic,DS,2010,Simulation,Ubisoft,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Digital Kids
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.07,0,0,0.01,0.08,51,11,6.3,4,The Game Factory
Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.06,0.02,0,0.01,0.08,64,26,4.3,13,Team 17
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,Disney Interactive Studios,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,FUN Labs
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08,49,8,6.5,8,Blue Castle Games
Sub Rebellion,PS2,2002,Simulation,Metro 3D,0.04,0.03,0,0.01,0.08,71,14,7.5,162.22,Racjin
Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,0,0.07,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
X Rebirth,PC,2013,Simulation,Koch Media,0,0.08,0,0,0.08,33,24,3.3,1340,Egosoft
Striker 96,PS,1995,Sports,Time Warner Interactive,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
Tokimeki Memorial 4,PSP,2009,Adventure,Konami Digital Entertainment,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Bleach: Heat the Soul 4,PSP,2007,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0,0,0.01,0.08,69,41,7.3,30,Insomniac Games
Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Real Robots Final Attack,PS,1998,Shooter,Banpresto,0,0,0.07,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0,0.01,0.08,74,10,6.7,6,Left Field Productions
P.N.03 - Product Number Three,GC,2003,Shooter,Capcom,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Ape Escape: Pumped & Primed,PS2,2004,Misc,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0,0.01,0.08,56,23,5.9,7,TT Games
Monster Trucks DS,DS,2005,Racing,Majesco Entertainment,0.07,0,0,0.01,0.08,33,7,7.2,162.22,Skyworks Technologies
FabStyle,DS,2011,Strategy,Tecmo Koei,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Outlaw Tennis,PS2,2005,Sports,Global Star,0.04,0.03,0,0.01,0.08,67,15,7.5,162.22,Hypnotix
Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,Rocket Company,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Happy Feet Two,Wii,,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,0.03,0.04,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
LEGO Soccer Mania,GBA,2002,Sports,Electronic Arts,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.2,162.22,
Worms: Open Warfare,DS,2006,Strategy,THQ,0.05,0.02,0,0.01,0.08,64,24,7,16,Team 17
Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,0.04,0.03,0,0.01,0.08,67,10,7.4,7,Barnhouse Effect
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,0.06,0.02,0,0,0.08,71,24,8.2,13,Sonic Team
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0,0.01,0.08,74,13,7.6,24,Ubisoft Montreal
ZhuZhu Babies,DS,2011,Simulation,Activision,0.06,0.01,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Activision
Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Nanashi no Game,DS,2008,Adventure,Square Enix,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Diego's Build & Rescue,DS,2010,Action,Take-Two Interactive,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Auto Destruct,PS,1998,Action,Electronic Arts,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Ultimate Ghosts 'n Goblins,PSP,2006,Platform,Capcom,0.07,0,0,0.01,0.08,72,49,7.7,18,TOSE
Samurai Warriors 2,X360,2006,Action,Tecmo Koei,0.07,0.01,0,0.01,0.08,52,30,8.7,18,Omega Force
TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.06,0.01,0,0.01,0.08,75,38,6.9,12,Firebrand Games
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,0.06,0.02,0,0,0.08,67,8,7.5,162.22,Crave
Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Visual Concepts
Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios,0.02,0.06,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Silent Hunter III,PC,2005,Simulation,Ubisoft,0,0.07,0,0.01,0.08,90,23,7.9,95,Ubisoft
Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08,51,20,6,9,Totally Games
Deep Fear,SAT,1998,Adventure,Sega,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Skeleton Warriors,PS,1996,Platform,Virgin Interactive,0.04,0.03,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Ford vs. Chevy,XB,2005,Racing,Global Star,0.06,0.02,0,0,0.08,68.96767851,26.36082094,7.5,162.22,2K Games
Endgame,PS2,2002,Shooter,Empire Interactive,0.04,0.03,0,0.01,0.08,57,12,6.8,5,Cunning Developments
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0,0,0.08,49,18,7,4,Ratbag
Criminal Girls: Invite Only,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Ultimate Duck Hunting,Wii,2009,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.08,28,5,7.5,162.22,Mid Carolina Media
Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Ubisoft
Dreamer Series: Shop Owner,DS,2009,Simulation,Deep Silver,0.07,0,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,Dreamcatcher
Virus,SAT,1997,Shooter,Hudson Soft,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.01,0.08,68.96767851,26.36082094,6.7,9,Maxis
WWE Crush Hour,GC,2003,Racing,THQ,0.06,0.02,0,0,0.08,55,14,7,5,Pacific Coast Power & Light
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0,0.07,0,0,0.08,91,13,7.7,1963,Kojima Productions
Dragon Shadow Spell,PS2,2007,Role-Playing,Flight-Plan,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Sound Novel Tsukuru,SNES,1996,Misc,ASCII Entertainment,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
The Idolm@ster,X360,2007,Simulation,Namco Bandai Games,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Momotarou Dentetsu 11,GC,2002,Misc,Hudson Soft,0,0,0.07,0,0.08,68.96767851,26.36082094,7.2,162.22,
NHL Hitz 20-03,GC,2002,Sports,Midway Games,0.06,0.02,0,0,0.08,82,12,8.4,5,Midway
Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.03,0.05,0,0.01,0.08,68.96767851,26.36082094,7.2,162.22,
Guilty Gear XX Slash,PS2,2006,Fighting,Sammy Corporation,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.05,0.02,0,0.01,0.08,55,38,7.5,13,Velez & Dubail
Mission Runway,DS,2008,Simulation,Eidos Interactive,0.07,0.01,0,0.01,0.08,68.96767851,26.36082094,7.5,162.22,"THQ, Independent Arts"
Urban Reign,PS2,2005,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08,60,44,8.2,26,Namco
Super Robot Taisen Z Special Disc,PS2,2009,Misc,Namco Bandai Games,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,0,0,0.08,0,0.08,68.96767851,26.36082094,7.2,162.22,
